dataID,rating
0,2.965517
1,3.756098
2,3.186170
3,2.796296
4,3.266667
5,4.307692
6,3.645455
7,3.387500
8,3.526882
9,2.716718
10,3.333333
11,3.628571
12,3.193069
13,3.307692
14,3.442748
15,2.676471
16,3.978261
17,3.716216
18,3.692308
19,3.631579
20,3.246753
21,3.492063
22,3.450000
23,3.295455
24,3.765152
25,3.344828
26,4.062500
27,3.791304
28,3.292945
29,3.908284
30,3.137195
31,3.654412
32,3.566667
33,2.874172
34,3.493333
35,4.769231
36,4.007092
37,3.178571
38,2.860000
39,3.357143
40,3.718750
41,3.341410
42,3.213287
43,3.292945
44,2.701613
45,3.278261
46,3.684091
47,3.492063
48,3.116667
49,2.965517
50,3.760417
51,3.193069
52,3.472727
53,3.470588
54,3.435252
55,3.878788
56,3.611111
57,2.696507
58,3.714286
59,3.536765
60,3.894737
61,3.967033
62,3.581633
63,3.053790
64,3.778689
65,4.555556
66,3.724907
67,3.869110
68,2.965909
69,3.670635
70,3.311628
71,3.500000
72,2.643836
73,3.653846
74,3.213115
75,3.628571
76,0.572115
77,3.632479
78,3.812500
79,2.841270
80,3.339286
81,3.104651
82,4.275000
83,3.841270
84,3.122832
85,3.837438
86,3.053790
87,3.327869
88,3.111111
89,4.400000
90,4.075758
91,4.250000
92,3.789474
93,3.625000
94,3.844262
95,3.252427
96,3.894737
97,3.555556
98,3.038348
99,3.691176
100,4.180000
101,2.540323
102,2.689594
103,3.698718
104,3.466667
105,3.514986
106,3.472973
107,4.000000
108,3.543353
109,3.148000
110,4.473684
111,4.007092
112,4.100000
113,4.194444
114,4.182540
115,3.142857
116,4.000000
117,3.500000
118,3.432432
119,3.411765
120,3.890071
121,3.711538
122,3.594595
123,4.125000
124,3.711111
125,3.317647
126,3.439130
127,3.937500
128,3.722222
129,3.802721
130,3.323529
131,3.391304
132,3.339114
133,3.708025
134,3.686567
135,2.808442
136,3.333333
137,3.425926
138,3.137195
139,3.524691
140,2.990385
141,3.029870
142,3.309942
143,3.455357
144,3.423469
145,3.400000
146,3.765101
147,3.133333
148,4.571429
149,3.218750
150,3.040960
151,3.506667
152,4.050000
153,3.357143
154,3.977273
155,3.149007
156,4.052632
157,3.473684
158,3.869110
159,4.613208
160,2.820000
161,3.148000
162,3.416667
163,3.652174
164,3.854545
165,3.339114
166,3.510638
167,3.837838
168,3.566667
169,3.323529
170,4.121212
171,3.344828
172,3.181818
173,3.041667
174,3.869565
175,3.888034
176,3.912162
177,3.476190
178,3.650000
179,3.192982
180,2.903226
181,3.492063
182,3.642857
183,3.038348
184,4.038462
185,3.272727
186,3.278261
187,3.572948
188,3.724907
189,3.233333
190,3.339114
191,3.631579
192,3.461538
193,3.142857
194,3.185185
195,3.590426
196,3.586207
197,3.857143
198,2.760204
199,3.070248
200,2.841270
201,3.213115
202,3.714286
203,3.172414
204,3.309091
205,4.200000
206,3.441176
207,3.888034
208,3.935294
209,4.375000
210,3.849558
211,3.685714
212,3.053790
213,3.738095
214,3.311628
215,3.409091
216,2.571429
217,3.750000
218,4.333333
219,3.500000
220,3.569307
221,4.197813
222,3.753846
223,2.671429
224,3.750000
225,3.106977
226,3.475000
227,3.481481
228,3.404762
229,3.820312
230,3.658228
231,2.840659
232,3.219780
233,3.594737
234,3.418367
235,4.307692
236,3.961538
237,3.624060
238,2.701657
239,3.628571
240,2.701657
241,3.469697
242,2.970085
243,3.410615
244,3.183333
245,3.595941
246,3.844262
247,3.133333
248,3.924242
249,3.292683
250,3.476190
251,2.986339
252,3.642857
253,3.129630
254,3.106796
255,3.558824
256,3.197183
257,3.882353
258,3.040960
259,3.269841
260,3.465753
261,3.607955
262,2.557143
263,3.711538
264,3.675000
265,3.700935
266,3.000000
267,4.231405
268,3.100694
269,3.404762
270,3.849558
271,3.381579
272,3.812500
273,3.543478
274,3.714286
275,4.137500
276,3.400000
277,3.931034
278,3.742647
279,3.333333
280,3.680000
281,3.083333
282,3.480000
283,2.875000
284,3.193069
285,3.944444
286,3.595941
287,3.912162
288,3.514986
289,3.373913
290,3.347826
291,4.058824
