userID,itemID,rating
2345,468,2.965517
381,181,3.756098
2679,320,3.186170
1638,632,0.086430
1562,40,0.023983
42,180,0.246089
244,202,0.088481
2456,825,3.387500
2095,44,3.526882
516,276,0.239964
620,449,3.333333
2320,202,0.035661
521,197,3.193069
2731,22,0.035796
2026,858,3.442748
1778,9,2.676471
2039,43,0.000473
2581,52,0.094656
927,183,0.112837
1516,23,0.001205
2958,3,0.059201
2252,779,0.327230
125,1837,3.450000
34,36,3.295455
996,475,0.043272
2720,415,0.140048
2940,206,0.015079
1691,47,3.791304
722,1205,0.024460
1612,246,0.033492
1338,558,3.137195
1103,632,3.654412
2121,178,0.023605
2301,1040,0.045623
2548,693,0.218925
1716,2522,4.769231
454,44,4.007092
254,873,0.063690
120,563,0.031790
2751,9,3.357143
2598,210,0.035177
1333,1729,0.034647
2901,311,0.221196
722,382,0.020536
1439,9,0.013408
247,247,3.278261
2912,311,0.055970
2252,158,3.492063
1531,476,0.137057
2345,68,2.965517
1824,358,3.760417
521,36,0.008717
2580,1226,0.236358
2712,569,3.470588
1467,2250,0.144865
1836,36,0.017767
23,182,0.041922
2108,112,0.055567
889,40,3.714286
2708,1067,3.536765
952,206,3.894737
1519,367,0.104162
913,535,0.077833
1906,227,0.013656
1939,40,0.015581
791,854,0.053308
2013,103,0.018423
2144,181,0.043664
2356,2107,2.965909
223,915,0.330402
1749,177,3.311628
2266,133,0.017886
1782,1672,0.299737
1460,518,3.653846
2750,169,0.211503
2320,624,3.628571
2724,306,0.664367
893,317,3.632479
1201,165,3.812500
1920,89,0.156490
1732,1638,0.001566
1969,183,3.104651
885,18,0.002981
2735,309,3.841270
2027,178,3.122832
2835,14,3.837438
1906,1908,0.011672
1231,632,0.029782
1718,165,0.035467
2654,43,0.041778
531,562,0.099109
354,126,0.004298
1004,793,0.023536
1336,7,0.063126
899,124,0.040215
1700,124,0.083399
145,90,3.894737
2595,73,0.004216
2087,1181,0.135926
1883,1249,0.088400
4,71,4.180000
1175,864,2.540323
1359,53,2.689594
480,249,3.698718
1630,14,3.466667
1150,1966,3.514986
2504,202,3.472973
2624,1224,0.130881
2188,1995,3.543353
560,1671,0.190684
373,227,4.473684
454,1009,0.078400
902,359,0.021959
2491,1046,4.194444
882,72,4.182540
2179,21,3.142857
505,5,0.029592
1680,2,0.017688
608,249,0.001470
214,127,3.411765
2510,87,0.142708
1476,7,3.711538
95,1107,0.020882
1477,10,0.017970
475,289,0.001041
25,1106,0.002991
262,1173,0.018987
146,0,3.937500
90,90,0.034548
1837,202,0.001781
1195,168,0.018698
1334,800,3.391304
1329,394,0.047357
1098,825,3.708025
2929,768,0.030555
1568,297,0.133038
1119,773,0.029888
48,279,3.425926
1338,712,0.136220
2687,72,3.524691
701,152,2.990385
2077,1054,3.029870
213,754,0.328215
867,1165,0.118518
1495,2891,3.423469
2511,873,3.400000
669,1,3.765101
2896,341,3.133333
1937,632,0.062346
607,1838,3.218750
1345,202,3.040960
365,537,3.506667
1701,389,0.206044
1230,183,0.067410
1996,1170,3.977273
1079,122,3.149007
1110,2,0.010599
218,158,0.098766
2144,305,3.869110
1058,309,0.190973
2805,5,0.016152
560,43,0.037299
2950,854,3.416667
553,20,3.652174
2541,1299,0.248142
1329,1351,0.024626
1407,183,3.510638
1306,71,0.088725
930,834,3.566667
1195,347,0.033660
1672,1165,0.264917
249,242,0.375457
2253,37,0.036775
2347,317,0.040286
171,72,0.069169
710,203,3.888034
1076,219,0.085544
2258,9,0.044493
969,518,0.002296
1653,616,0.304331
1059,781,0.068776
2252,1662,0.345783
1954,28,0.004115
2087,1966,0.088532
2191,1294,4.038462
2536,121,0.056803
247,72,0.078683
2625,255,3.572948
2013,37,3.724907
2296,932,3.233333
1329,1432,0.047079
443,2476,0.065817
2683,34,0.007070
2666,159,0.091207
2380,289,0.024568
2934,31,0.057168
297,487,0.096833
320,44,0.079471
2942,178,2.760204
338,207,0.114886
1920,2157,0.127681
2750,45,3.213115
653,498,3.714286
1052,157,3.172414
2080,549,3.309091
2465,94,0.000521
196,211,0.291103
710,159,3.888034
