dataID,rating
0,2.965517
1,3.756098
2,3.186170
3,0.076753
4,0.013740
5,0.243638
6,0.072498
7,3.387500
8,3.526882
9,0.237423
10,3.333333
11,0.025130
12,3.193069
13,0.031846
14,3.442748
15,2.676471
16,3.978261
17,0.087765
18,0.103227
19,3.631579
20,0.056338
21,0.332609
22,3.450000
23,3.295455
24,0.043400
25,0.140009
26,0.009335
27,3.791304
28,0.023038
29,0.048082
30,3.137195
31,3.654412
32,0.023918
33,0.048882
34,0.213907
35,4.769231
36,4.007092
37,0.070870
38,0.027912
39,3.357143
40,0.031885
41,0.031179
42,0.221386
43,0.019069
44,2.701613
45,3.278261
46,0.043106
47,3.492063
48,0.131180
49,2.965517
50,3.760417
51,3.193069
52,0.234122
53,3.470588
54,0.144622
55,0.020765
56,0.022145
57,0.060287
58,3.714286
59,3.536765
60,3.894737
61,0.104709
62,0.087971
63,0.001702
64,3.778689
65,0.050808
66,0.013120
67,0.034453
68,2.965909
69,0.336161
70,3.311628
71,0.017497
72,0.295330
73,3.653846
74,0.209611
75,3.628571
76,0.667454
77,3.632479
78,3.812500
79,0.155392
80,0.001622
81,3.104651
82,4.275000
83,3.841270
84,3.122832
85,3.837438
86,0.008270
87,0.038120
88,0.020445
89,0.032271
90,0.086036
91,4.250000
92,0.023896
93,0.053186
94,0.040536
95,0.080030
96,3.894737
97,3.555556
98,0.136103
99,0.072069
100,4.180000
101,2.540323
102,2.689594
103,3.698718
104,3.466667
105,3.514986
106,3.472973
107,0.131757
108,3.543353
109,0.190576
110,4.473684
111,0.077425
112,0.021529
113,4.194444
114,4.182540
115,3.142857
116,0.020168
117,0.016720
118,3.432432
119,3.411765
120,0.143255
121,3.711538
122,0.015829
123,0.018054
124,3.711111
125,0.004819
126,0.009107
127,3.937500
128,0.034431
129,3.802721
130,0.014476
131,3.391304
132,0.039391
133,3.708025
134,0.030489
135,0.140095
136,0.024890
137,3.425926
138,0.132392
139,3.524691
140,2.990385
141,3.029870
142,0.325827
143,0.104393
144,3.423469
145,3.400000
146,3.765101
147,3.133333
148,0.064738
149,3.218750
150,3.040960
151,3.506667
152,0.198202
153,0.059210
154,3.977273
155,3.149007
156,0.009053
157,0.086404
158,3.869110
159,0.183670
160,0.013765
161,0.029593
162,3.416667
163,3.652174
164,0.241034
165,0.024422
166,3.510638
167,0.073990
168,3.566667
169,0.031310
170,0.261592
171,0.374187
172,0.038095
173,0.042640
174,0.070372
175,3.888034
176,0.084365
177,0.028713
178,3.650000
179,0.310250
180,0.067391
181,0.345658
182,3.642857
183,0.076054
184,4.038462
185,0.052297
186,0.072677
187,3.572948
188,3.724907
189,3.233333
190,0.046261
191,0.066652
192,0.006389
193,0.065796
194,0.009013
195,0.054882
196,0.092692
197,0.074984
198,2.760204
199,0.099697
200,0.127927
201,3.213115
202,3.714286
203,3.172414
204,3.309091
205,0.001193
206,0.284748
207,3.888034
208,3.935294
209,0.031855
210,0.060442
211,0.227257
212,3.053790
213,3.738095
214,0.049104
215,0.007238
216,2.571429
217,3.750000
218,4.333333
219,3.500000
220,0.021575
221,4.197813
222,0.130925
223,2.671429
224,0.013525
225,3.106977
226,0.010343
227,3.481481
228,0.030005
229,0.030284
230,3.658228
231,0.115653
232,0.032102
233,0.005604
234,0.042371
235,0.110879
236,0.117822
237,0.192729
238,0.186144
239,3.628571
240,0.033204
241,3.469697
242,2.970085
243,0.077314
244,0.079587
245,0.016575
246,0.064333
247,0.015335
248,0.004758
249,0.068177
250,0.039962
251,2.986339
252,0.162806
253,0.268698
254,3.106796
255,0.097678
256,3.197183
257,3.882353
258,0.010873
259,0.082929
260,3.465753
261,0.076673
262,2.557143
263,0.206393
264,0.180108
265,3.700935
266,0.188447
267,0.116630
268,0.008393
269,0.118456
270,0.286760
271,0.080281
272,0.122753
273,0.402495
274,3.714286
275,4.137500
276,3.400000
277,0.005086
278,3.742647
279,3.333333
280,0.016766
281,0.025651
282,3.480000
283,0.085416
284,3.193069
285,0.078747
286,0.017903
287,3.912162
288,0.104181
289,0.006276
290,0.056327
291,4.058824
